,#EANF#,%,Cash / Call,Equity,Equity ,Qty,Qty ,Rating ,Sector,Unnamed: 0,Unnamed: 0.1,Unnamed: 4,Unnamed: 5,Value,"Value
 (Rs cr)",Value  (Rs cr),company_code,company_name
19,,1.96,,,Praj Industries,,"18,768.00",,Engineering & Capital Goods,19,,,,,0.14,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
20,,1.96,,,HSIL,,"3,877.00",,Cement & Construction,20,,,,,0.14,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
21,,1.84,,,NCC,,"15,183.00",,Cement & Construction,21,,,,,0.13,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
22,,1.65,,,Repco Home,,"1,445.00",,Banking & Financial Services,22,,,,,0.12,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
23,,1.59,,,Techno Electric,,"3,047.00",,Engineering & Capital Goods,23,,,,,0.11,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
24,,1.56,,,Shanthi Gears,,"7,890.00",,Engineering & Capital Goods,24,,,,,0.11,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
25,,1.5,,,KSB Pumps,,"1,426.00",,Engineering & Capital Goods,25,,,,,0.11,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
26,,1.47,,,Salzer Electro,,"5,333.00",,Engineering & Capital Goods,26,,,,,0.11,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
27,,1.42,,,Navneet,,"5,740.00",,Miscellaneous,27,,,,,0.1,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
28,,1.4,,,Premier Explo,,"2,071.00",,Chemicals,28,,,,,0.1,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
29,,1.31,,,Johnson Control,,474,,Consumer Durables,29,,,,,0.09,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
30,,1.28,,,NIIT Tech,,"1,601.00",,Information Technology,30,,,,,0.09,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
31,,1.25,,,PTC India,,"9,338.00",,Services,31,,,,,0.09,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
32,,1.24,,,Va Tech Wabag,,"1,303.00",,Engineering & Capital Goods,32,,,,,0.09,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
33,,1.17,,,WPIL,,"1,862.00",,Engineering & Capital Goods,33,,,,,0.08,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
34,,1.12,,,Ujjivan Financi,,"2,614.00",,Banking & Financial Services,34,,,,,0.08,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
35,,1.08,,,Texmaco Rail,,"8,891.00",,Engineering & Capital Goods,35,,,,,0.08,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
36,,1.06,,,Take Solutions,,"4,662.00",,Information Technology,36,,,,,0.08,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
37,,1,,,Dollar Ind,,345,,Manufacturing,37,,,,,0.07,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
38,,1,,,Heidelberg Cem,,"5,778.00",,Cement & Construction,38,,,,,0.07,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
39,,0.97,,,HT Media,,"8,662.00",,Media & Entertainment,39,,,,,0.07,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
40,,0.91,,,Gateway Distri,,"2,535.00",,Miscellaneous,40,,,,,0.07,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
41,,0.84,,,Gujarat Pipavav,,"4,057.00",,Services,41,,,,,0.06,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
42,,0.83,,,Clariant Chem,,945,,Chemicals,42,,,,,0.06,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
43,,0.82,,,Mcleod,,"3,409.00",,Food & Beverages,43,,,,,0.06,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
44,,0.78,,,ZF Steering Gea,,460,,Automotive,44,,,,,0.06,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
45,,0.78,,,S Chand and Co,,"1,199.00",,Miscellaneous,45,,,,,0.06,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
46,,0.69,,,RPP Infra Proj,,"2,075.00",,Cement & Construction,46,,,,,0.05,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
47,,0.47,,,Kennametal,,549,,Engineering & Capital Goods,47,,,,,0.03,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
48,,0.46,,,GNA Axles,,"1,448.00",,Automotive,48,,,,,0.03,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
49,,0.42,,,Madhucon Proj,,"7,980.00",,Cement & Construction,49,,,,,0.03,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
50,,0.32,,,PSP Projects,,856,,Cement & Construction,50,,,,,0.02,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
51,,0.26,,,ITD Cementation,,"1,109.00",,Cement & Construction,51,,,,,0.02,,MSN1037,sundaram-select-micro-cap-sr-5-dp-g
0,,4.09,,,India Cements,,"428,916.00",,Cement & Construction,0,,,,,8.46,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
1,,4.02,,,CenturyPlyboard,,"282,698.00",,Miscellaneous,1,,,,,8.32,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
2,,3.79,,,Heritage Foods,,"70,687.00",,Food & Beverages,2,,,,,7.84,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
3,,3.62,,,Rane Holdings,,"42,859.00",,Automotive,3,,,,,7.49,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
4,,3.42,,,J. K. Cement,,"75,338.00",,Cement & Construction,4,,,,,7.08,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
5,,3.39,,,Himatsingka Sei,,"206,655.00",,Manufacturing,5,,,,,7.02,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
6,,3.38,,,Blue Star,,"116,471.00",,Consumer Durables,6,,,,,7,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
7,,3.31,,,DCB Bank,,"345,107.00",,Banking & Financial Services,7,,,,,6.85,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
8,,3.27,,,Grindwell Norto,,"168,705.00",,Engineering & Capital Goods,8,,,,,6.77,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
9,,3.22,,,Navin Fluorine,,"109,900.00",,Chemicals,9,,,,,6.66,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
10,,3.22,,,V-Guard Ind,,"386,774.00",,Miscellaneous,10,,,,,6.66,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
11,,3.17,,,Timken,,"98,353.00",,Engineering & Capital Goods,11,,,,,6.56,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
12,,3.04,,,MM Forgings,,"102,804.00",,Manufacturing,12,,,,,6.29,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
13,,2.83,,,PVR,,"41,602.00",,Media & Entertainment,13,,,,,5.86,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
14,,2.75,,,Ashoka Buildcon,,"308,477.00",,Cement & Construction,14,,,,,5.69,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
15,,2.49,,,Ador Welding,,"137,257.00",,Engineering & Capital Goods,15,,,,,5.15,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
16,,2.39,,,Minda Ind,,"77,190.00",,Automotive,16,,,,,4.95,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
17,,2.01,,,Subros,,"172,431.00",,Automotive,17,,,,,4.16,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
18,,1.97,,,PNC Infratech,,"285,512.00",,Retail & Real Estate,18,,,,,4.08,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
19,,1.96,,,Praj Industries,,"537,986.00",,Engineering & Capital Goods,19,,,,,4.06,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
20,,1.96,,,HSIL,,"111,119.00",,Cement & Construction,20,,,,,4.06,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
21,,1.84,,,NCC,,"435,207.00",,Cement & Construction,21,,,,,3.81,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
22,,1.65,,,Repco Home,,"41,430.00",,Banking & Financial Services,22,,,,,3.41,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
23,,1.59,,,Techno Electric,,"87,343.00",,Engineering & Capital Goods,23,,,,,3.29,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
24,,1.56,,,Shanthi Gears,,"226,170.00",,Engineering & Capital Goods,24,,,,,3.23,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
25,,1.5,,,KSB Pumps,,"40,872.00",,Engineering & Capital Goods,25,,,,,3.1,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
26,,1.47,,,Salzer Electro,,"152,880.00",,Engineering & Capital Goods,26,,,,,3.04,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
27,,1.42,,,Navneet,,"164,548.00",,Miscellaneous,27,,,,,2.94,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
28,,1.4,,,Premier Explo,,"59,356.00",,Chemicals,28,,,,,2.9,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
29,,1.31,,,Johnson Control,,"13,591.00",,Consumer Durables,29,,,,,2.71,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
30,,1.28,,,NIIT Tech,,"45,903.00",,Information Technology,30,,,,,2.65,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
31,,1.25,,,PTC India,,"267,667.00",,Services,31,,,,,2.59,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
32,,1.24,,,Va Tech Wabag,,"37,350.00",,Engineering & Capital Goods,32,,,,,2.57,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
33,,1.17,,,WPIL,,"53,371.00",,Engineering & Capital Goods,33,,,,,2.42,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
34,,1.12,,,Ujjivan Financi,,"74,918.00",,Banking & Financial Services,34,,,,,2.32,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
35,,1.08,,,Texmaco Rail,,"254,865.00",,Engineering & Capital Goods,35,,,,,2.24,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
36,,1.06,,,Take Solutions,,"133,645.00",,Information Technology,36,,,,,2.19,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
37,,1,,,Dollar Ind,,"9,885.00",,Manufacturing,37,,,,,2.07,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
38,,1,,,Heidelberg Cem,,"165,634.00",,Cement & Construction,38,,,,,2.07,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
39,,0.97,,,HT Media,,"248,301.00",,Media & Entertainment,39,,,,,2.01,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
40,,0.91,,,Gateway Distri,,"72,674.00",,Miscellaneous,40,,,,,1.88,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
41,,0.84,,,Gujarat Pipavav,,"116,285.00",,Services,41,,,,,1.74,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
42,,0.83,,,Clariant Chem,,"27,090.00",,Chemicals,42,,,,,1.72,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
43,,0.82,,,Mcleod,,"97,729.00",,Food & Beverages,43,,,,,1.7,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
44,,0.78,,,ZF Steering Gea,,"13,189.00",,Automotive,44,,,,,1.61,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
45,,0.78,,,S Chand and Co,,"34,383.00",,Miscellaneous,45,,,,,1.61,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
46,,0.69,,,RPP Infra Proj,,"59,489.00",,Cement & Construction,46,,,,,1.43,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
47,,0.47,,,Kennametal,,"15,726.00",,Engineering & Capital Goods,47,,,,,0.97,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
48,,0.46,,,GNA Axles,,"41,509.00",,Automotive,48,,,,,0.95,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
49,,0.42,,,Madhucon Proj,,"228,745.00",,Cement & Construction,49,,,,,0.87,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
50,,0.32,,,PSP Projects,,"24,551.00",,Cement & Construction,50,,,,,0.66,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
51,,0.26,,,ITD Cementation,,"31,793.00",,Cement & Construction,51,,,,,0.54,,MSN1035,sundaram-select-micro-cap-sr-5-rp-g
0,,4.01,,,India Cements,,"32,206.00",,Cement & Construction,0,,,,,0.64,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
1,,4.01,,,CenturyPlyboard,,"21,597.00",,Miscellaneous,1,,,,,0.64,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
2,,3.72,,,Heritage Foods,,"5,314.00",,Food & Beverages,2,,,,,0.59,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
3,,3.62,,,Rane Holdings,,"3,282.00",,Automotive,3,,,,,0.57,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
4,,3.42,,,Himatsingka Sei,,"15,967.00",,Manufacturing,4,,,,,0.54,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
5,,3.41,,,J. K. Cement,,"5,753.00",,Cement & Construction,5,,,,,0.54,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
6,,3.39,,,Blue Star,,"8,946.00",,Consumer Durables,6,,,,,0.54,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
7,,3.31,,,DCB Bank,,"26,430.00",,Banking & Financial Services,7,,,,,0.52,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
8,,3.29,,,Grindwell Norto,,"12,999.00",,Engineering & Capital Goods,8,,,,,0.52,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
9,,3.25,,,Navin Fluorine,,"8,495.00",,Chemicals,9,,,,,0.52,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
10,,3.22,,,V-Guard Ind,,"29,621.00",,Miscellaneous,10,,,,,0.51,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
11,,3.16,,,Timken,,"7,509.00",,Engineering & Capital Goods,11,,,,,0.5,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
12,,2.92,,,MM Forgings,,"7,562.00",,Manufacturing,12,,,,,0.46,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
13,,2.84,,,PVR,,"3,197.00",,Media & Entertainment,13,,,,,0.45,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
14,,2.75,,,Ashoka Buildcon,,"23,625.00",,Cement & Construction,14,,,,,0.44,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
15,,2.45,,,Ador Welding,,"10,343.00",,Engineering & Capital Goods,15,,,,,0.39,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
16,,2.41,,,Minda Ind,,"5,961.00",,Automotive,16,,,,,0.38,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
17,,1.98,,,PNC Infratech,,"21,977.00",,Retail & Real Estate,17,,,,,0.31,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
18,,1.97,,,Subros,,"12,943.00",,Automotive,18,,,,,0.31,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
19,,1.97,,,Praj Industries,,"41,412.00",,Engineering & Capital Goods,19,,,,,0.31,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
20,,1.85,,,HSIL,,"8,032.00",,Cement & Construction,20,,,,,0.29,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
21,,1.78,,,NCC,,"32,243.00",,Cement & Construction,21,,,,,0.28,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
22,,1.65,,,Repco Home,,"3,173.00",,Banking & Financial Services,22,,,,,0.26,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
23,,1.56,,,Techno Electric,,"6,563.00",,Engineering & Capital Goods,23,,,,,0.25,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
24,,1.53,,,Shanthi Gears,,"16,988.00",,Engineering & Capital Goods,24,,,,,0.24,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
25,,1.43,,,PTC India,,"23,451.00",,Services,25,,,,,0.23,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
26,,1.42,,,Navneet,,"12,602.00",,Miscellaneous,26,,,,,0.23,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
27,,1.4,,,Premier Explo,,"4,546.00",,Chemicals,27,,,,,0.22,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
28,,1.39,,,Salzer Electro,,"11,071.00",,Engineering & Capital Goods,28,,,,,0.22,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
29,,1.33,,,Johnson Control,,"1,057.00",,Consumer Durables,29,,,,,0.21,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
30,,1.29,,,KSB Pumps,,"2,692.00",,Engineering & Capital Goods,30,,,,,0.2,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
31,,1.28,,,NIIT Tech,,"3,516.00",,Information Technology,31,,,,,0.2,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
32,,1.21,,,Va Tech Wabag,,"2,791.00",,Engineering & Capital Goods,32,,,,,0.19,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
33,,1.14,,,WPIL,,"3,983.00",,Engineering & Capital Goods,33,,,,,0.18,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
34,,1.1,,,Ujjivan Financi,,"5,635.00",,Banking & Financial Services,34,,,,,0.17,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
35,,1.07,,,Texmaco Rail,,"19,338.00",,Engineering & Capital Goods,35,,,,,0.17,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
36,,1.03,,,Take Solutions,,"9,945.00",,Information Technology,36,,,,,0.16,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
37,,1,,,Dollar Ind,,757,,Manufacturing,37,,,,,0.16,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
38,,0.98,,,Heidelberg Cem,,"12,431.00",,Cement & Construction,38,,,,,0.16,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
39,,0.96,,,HT Media,,"18,820.00",,Media & Entertainment,39,,,,,0.15,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
40,,0.9,,,Gateway Distri,,"5,505.00",,Miscellaneous,40,,,,,0.14,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
41,,0.82,,,Gujarat Pipavav,,"8,694.00",,Services,41,,,,,0.13,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
42,,0.82,,,Mcleod,,"7,485.00",,Food & Beverages,42,,,,,0.13,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
43,,0.81,,,Clariant Chem,,"2,025.00",,Chemicals,43,,,,,0.13,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
44,,0.78,,,S Chand and Co,,"2,633.00",,Miscellaneous,44,,,,,0.12,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
45,,0.77,,,ZF Steering Gea,,997,,Automotive,45,,,,,0.12,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
46,,0.69,,,RPP Infra Proj,,"4,556.00",,Cement & Construction,46,,,,,0.11,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
47,,0.58,,,Madhucon Proj,,"24,192.00",,Cement & Construction,47,,,,,0.09,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
48,,0.46,,,GNA Axles,,"3,179.00",,Automotive,48,,,,,0.07,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
49,,0.45,,,Kennametal,,"1,153.00",,Engineering & Capital Goods,49,,,,,0.07,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
50,,0.31,,,PSP Projects,,"1,822.00",,Cement & Construction,50,,,,,0.05,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
51,,0.26,,,ITD Cementation,,"2,435.00",,Cement & Construction,51,,,,,0.04,,MSN1047,sundaram-select-micro-cap-sr-6-dp-g
0,,4.01,,,India Cements,,"621,179.00",,Cement & Construction,0,,,,,12.26,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
1,,4.01,,,CenturyPlyboard,,"416,547.00",,Miscellaneous,1,,,,,12.26,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
2,,3.72,,,Heritage Foods,,"102,486.00",,Food & Beverages,2,,,,,11.37,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
3,,3.62,,,Rane Holdings,,"63,309.00",,Automotive,3,,,,,11.07,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
4,,3.42,,,Himatsingka Sei,,"307,961.00",,Manufacturing,4,,,,,10.46,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
5,,3.41,,,J. K. Cement,,"110,960.00",,Cement & Construction,5,,,,,10.42,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
6,,3.39,,,Blue Star,,"172,554.00",,Consumer Durables,6,,,,,10.36,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
7,,3.31,,,DCB Bank,,"509,773.00",,Banking & Financial Services,7,,,,,10.12,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
8,,3.29,,,Grindwell Norto,,"250,726.00",,Engineering & Capital Goods,8,,,,,10.06,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
9,,3.25,,,Navin Fluorine,,"163,851.00",,Chemicals,9,,,,,9.94,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
10,,3.22,,,V-Guard Ind,,"571,321.00",,Miscellaneous,10,,,,,9.84,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
11,,3.16,,,Timken,,"144,823.00",,Engineering & Capital Goods,11,,,,,9.66,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
12,,2.92,,,MM Forgings,,"145,862.00",,Manufacturing,12,,,,,8.93,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
13,,2.84,,,PVR,,"61,670.00",,Media & Entertainment,13,,,,,8.68,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
14,,2.75,,,Ashoka Buildcon,,"455,665.00",,Cement & Construction,14,,,,,8.41,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
15,,2.45,,,Ador Welding,,"199,491.00",,Engineering & Capital Goods,15,,,,,7.49,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
16,,2.41,,,Minda Ind,,"114,975.00",,Automotive,16,,,,,7.37,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
17,,1.98,,,PNC Infratech,,"423,884.00",,Retail & Real Estate,17,,,,,6.05,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
18,,1.97,,,Subros,,"249,637.00",,Automotive,18,,,,,6.02,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
19,,1.97,,,Praj Industries,,"798,738.00",,Engineering & Capital Goods,19,,,,,6.02,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
20,,1.85,,,HSIL,,"154,928.00",,Cement & Construction,20,,,,,5.66,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
21,,1.78,,,NCC,,"621,901.00",,Cement & Construction,21,,,,,5.44,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
22,,1.65,,,Repco Home,,"61,198.00",,Banking & Financial Services,22,,,,,5.04,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
23,,1.56,,,Techno Electric,,"126,585.00",,Engineering & Capital Goods,23,,,,,4.77,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
24,,1.53,,,Shanthi Gears,,"327,661.00",,Engineering & Capital Goods,24,,,,,4.68,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
25,,1.43,,,PTC India,,"452,318.00",,Services,25,,,,,4.37,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
26,,1.42,,,Navneet,,"243,062.00",,Miscellaneous,26,,,,,4.34,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
27,,1.4,,,Premier Explo,,"87,677.00",,Chemicals,27,,,,,4.28,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
28,,1.39,,,Salzer Electro,,"213,536.00",,Engineering & Capital Goods,28,,,,,4.25,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
29,,1.33,,,Johnson Control,,"20,382.00",,Consumer Durables,29,,,,,4.07,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
30,,1.29,,,KSB Pumps,,"51,921.00",,Engineering & Capital Goods,30,,,,,3.94,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
31,,1.28,,,NIIT Tech,,"67,806.00",,Information Technology,31,,,,,3.91,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
32,,1.21,,,Va Tech Wabag,,"53,836.00",,Engineering & Capital Goods,32,,,,,3.7,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
33,,1.14,,,WPIL,,"76,815.00",,Engineering & Capital Goods,33,,,,,3.49,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
34,,1.1,,,Ujjivan Financi,,"108,688.00",,Banking & Financial Services,34,,,,,3.36,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
35,,1.07,,,Texmaco Rail,,"372,987.00",,Engineering & Capital Goods,35,,,,,3.27,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
36,,1.03,,,Take Solutions,,"191,825.00",,Information Technology,36,,,,,3.15,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
37,,1,,,Dollar Ind,,"14,601.00",,Manufacturing,37,,,,,3.06,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
38,,0.98,,,Heidelberg Cem,,"239,773.00",,Cement & Construction,38,,,,,3,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
39,,0.96,,,HT Media,,"362,995.00",,Media & Entertainment,39,,,,,2.93,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
40,,0.9,,,Gateway Distri,,"106,170.00",,Miscellaneous,40,,,,,2.75,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
41,,0.82,,,Gujarat Pipavav,,"167,680.00",,Services,41,,,,,2.51,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
42,,0.82,,,Mcleod,,"144,361.00",,Food & Beverages,42,,,,,2.51,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
43,,0.81,,,Clariant Chem,,"39,051.00",,Chemicals,43,,,,,2.48,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
44,,0.78,,,S Chand and Co,,"50,789.00",,Miscellaneous,44,,,,,2.38,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
45,,0.77,,,ZF Steering Gea,,"19,232.00",,Automotive,45,,,,,2.35,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
46,,0.69,,,RPP Infra Proj,,"87,873.00",,Cement & Construction,46,,,,,2.11,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
47,,0.58,,,Madhucon Proj,,"466,610.00",,Cement & Construction,47,,,,,1.77,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
48,,0.46,,,GNA Axles,,"61,315.00",,Automotive,48,,,,,1.41,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
49,,0.45,,,Kennametal,,"22,241.00",,Engineering & Capital Goods,49,,,,,1.38,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
50,,0.31,,,PSP Projects,,"35,133.00",,Cement & Construction,50,,,,,0.95,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
