fundname,code,link,Do_Not_Use,fund_category
"LIC Dual Adv. FTP-Sr-2-DP (D)",MJB434,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-2-direct-plan/MJB434,,"Fixed Maturity Plans - Hybrid"
"LIC Dual Adv. FTP-Sr-2-DP (G)",MJB433,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-2-direct-plan/MJB433,,"Fixed Maturity Plans - Hybrid"
"LIC Dual Adv. FTP-Sr-2-RP (D)",MJB432,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-2-regular-plan/MJB432,,"Fixed Maturity Plans - Hybrid"
"LIC Dual Adv. FTP-Sr-2-RP (G)",MJB431,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-2-regular-plan/MJB431,,"Fixed Maturity Plans - Hybrid"
"LIC Dual Adv. FTP-Sr-3-DP (D)",MJB438,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-3-direct-plan/MJB438,,"Fixed Maturity Plans - Hybrid"
"LIC Dual Adv. FTP-Sr-3-DP (G)",MJB437,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-3-direct-plan/MJB437,,"Fixed Maturity Plans - Hybrid"
"LIC Dual Adv. FTP-Sr-3-RP (D)",MJB436,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-3-regular-plan/MJB436,,"Fixed Maturity Plans - Hybrid"
"LIC Dual Adv. FTP-Sr-3-RP (G)",MJB435,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dual-advantage-fixed-term-plan-series-3-regular-plan/MJB435,,"Fixed Maturity Plans - Hybrid"
"LIC Floater MIP -Direct (AD)",MJB194,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-direct-plan-ad-/MJB194,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC Floater MIP -Direct (G)",MJB191,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-direct-plan/MJB191,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC Floater MIP -Direct (MD)",MJB193,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-direct-plan-md-/MJB193,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC Floater MIP -Direct (QD)",MJB192,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-direct-plan-qd-/MJB192,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC Floater MIP-Plan A (AD)",MJB038,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-plan-a-ad-/MJB038,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC Floater MIP-Plan A (G)",MJB035,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-plan-a/MJB035,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC Floater MIP-Plan A (MD)",MJB036,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-plan-a-md-/MJB036,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC Floater MIP-Plan A (QD)",MJB037,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-floater-mip-plan-a-qd-/MJB037,,"Dynamic Asset Allocation or Balanced Advantage"
"LIC G-Sec LTE Fund - RP (G)",MJB388,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-g-sec-long-term-exchange-traded-fund/MJB388,,"Index Funds/ETFs"
"LIC Index - Nifty Plan (D)",MJB029,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-nifty-plan/MJB029,,"Index Funds/ETFs"
"LIC Index - Nifty Plan (G)",MJB018,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-nifty-plan/MJB018,,"Index Funds/ETFs"
"LIC Index - Sensex Adv (D)",MJB030,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-advantage-plan/MJB030,,"Large Cap Fund"
"LIC Index - Sensex Adv (G)",MJB019,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-advantage-plan/MJB019,,"Large Cap Fund"
"LIC Index - Sensex Plan (D)",MJB028,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-plan/MJB028,,"Index Funds/ETFs"
"LIC Index - Sensex Plan (G)",MJB017,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-plan/MJB017,,"Index Funds/ETFs"
"LIC Index Nifty- Direct (D)",MJB160,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-nifty-plan-direct-plan/MJB160,,"Index Funds/ETFs"
"LIC Index Nifty- Direct (G)",MJB159,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-nifty-plan-direct-plan/MJB159,,"Index Funds/ETFs"
"LIC Index Sen Adv-Direct (D)",MJB158,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-advantage-plan-direct-plan/MJB158,,"Large Cap Fund"
"LIC Index Sen Adv-Direct (G)",MJB157,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-advantage-plan-direct-plan/MJB157,,"Large Cap Fund"
"LIC Index Sensex- Direct (D)",MJB156,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-plan-direct-plan/MJB156,,"Index Funds/ETFs"
"LIC Index Sensex- Direct (G)",MJB155,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-index-fund-sensex-plan-direct-plan/MJB155,,"Index Funds/ETFs"
"LIC Infrastructure - Direct (D)",MJB152,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-infrastructure-fund-direct-plan/MJB152,,Sectoral/Thematic
"LIC Infrastructure - Direct (G)",MJB151,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-infrastructure-fund-direct-plan/MJB151,,Sectoral/Thematic
"LIC Infrastructure Sr-1 (D)",MJB095,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-infrastructure-fund-series-1/MJB095,,Sectoral/Thematic
"LIC Infrastructure Sr-1 (G)",MJB094,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-infrastructure-fund-series-1/MJB094,,Sectoral/Thematic
"LIC MF  Bkg&Fin; Serv - DP (G)",MJB399,/mutual-funds/nav/lic-mf-bkg-fin-serv-dp/MJB399,,Banking
"LIC MF  Bkg&Fin; Serv - RP (G)",MJB397,/mutual-funds/nav/lic-mf-bkg-fin-serv-rp/MJB397,,Banking
"LIC MF Arbitrage Fund - DP (D)",MJB450,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-direct-plan/MJB450,,"Arbitrage Fund"
"LIC MF Arbitrage Fund - DP (G)",MJB451,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-direct-plan/MJB451,,"Arbitrage Fund"
"LIC MF Arbitrage Fund - DP (MD)",MJB452,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-direct-plan-md-/MJB452,,"Arbitrage Fund"
"LIC MF Arbitrage Fund - DP (WD)",MJB453,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-direct-plan-wd-/MJB453,,"Arbitrage Fund"
"LIC MF Arbitrage Fund - RP (D)",MJB454,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-regular-plan/MJB454,,"Arbitrage Fund"
"LIC MF Arbitrage Fund - RP (G)",MJB455,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-regular-plan/MJB455,,"Arbitrage Fund"
"LIC MF Arbitrage Fund - RP (MD)",MJB456,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-regular-plan-md-/MJB456,,"Arbitrage Fund"
"LIC MF Arbitrage Fund - RP (WD)",MJB457,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-arbitrage-fund-regular-plan-wd-/MJB457,,"Arbitrage Fund"
"LIC MF Banking & PSU Debt Fund (DD)",MJB052,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-dd-/MJB052,,
"LIC MF Banking & PSU Debt Fund (G)",MJB051,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund/MJB051,,
"LIC MF Banking & PSU Debt Fund (MD)",MJB054,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-md-/MJB054,,
"LIC MF Banking & PSU Debt Fund (WD)",MJB053,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-wd-/MJB053,,
"LIC MF Banking & PSU Debt Fund - D (DD)",MJB185,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-direct-plan-dd-/MJB185,,
"LIC MF Banking & PSU Debt Fund - D (G)",MJB182,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-direct-plan/MJB182,,
"LIC MF Banking & PSU Debt Fund - D (MD)",MJB184,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-direct-plan-md-/MJB184,,
"LIC MF Banking & PSU Debt Fund - D (WD)",MJB183,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-direct-plan-wd-/MJB183,,
"LIC MF Bkg&Fin Serv - DP (D)",MJB400,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-financial-services-fund-direct-plan/MJB400,,Sectoral/Thematic
"LIC MF Bkg&Fin Serv - DP (G)",MJB399,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-financial-services-fund-direct-plan/MJB399,,Sectoral/Thematic
"LIC MF Bkg&Fin Serv - RP (D)",MJB398,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-financial-services-fund-regular-plan/MJB398,,Sectoral/Thematic
"LIC MF Bkg&Fin Serv - RP (G)",MJB397,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-financial-services-fund-regular-plan/MJB397,,Sectoral/Thematic
"LIC MF Debt Hybrid Fund (AD)",MJB022,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-ad-/MJB022,,"Conservative Hybrid Fund"
"LIC MF Debt Hybrid Fund (G)",MJB020,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund/MJB020,,"Conservative Hybrid Fund"
"LIC MF Debt Hybrid Fund (MD)",MJB021,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-md-/MJB021,,"Conservative Hybrid Fund"
"LIC MF Debt Hybrid Fund (QD)",MJB027,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-qd-/MJB027,,"Conservative Hybrid Fund"
"LIC MF Debt Hybrid Fund - D (AD)",MJB181,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-direct-plan-ad-/MJB181,,"Conservative Hybrid Fund"
"LIC MF Debt Hybrid Fund - D (G)",MJB178,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-direct-plan/MJB178,,"Conservative Hybrid Fund"
"LIC MF Debt Hybrid Fund - D (MD)",MJB180,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-direct-plan-md-/MJB180,,"Conservative Hybrid Fund"
"LIC MF Debt Hybrid Fund - D (QD)",MJB179,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-direct-plan-qd-/MJB179,,"Conservative Hybrid Fund"
"LIC MF Equity Hybrid Fund (D)",MJB005,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-equity-hybrid-fund-a/MJB005,,"Aggressive Hybrid Fund"
"LIC MF Equity Hybrid Fund (G)",MJB006,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-equity-hybrid-fund-c/MJB006,,"Aggressive Hybrid Fund"
"LIC MF Equity Hybrid Fund - D (D)",MJB167,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-equity-hybrid-fund-direct-plan/MJB167,,"Aggressive Hybrid Fund"
"LIC MF Equity Hybrid Fund - D (G)",MJB166,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-equity-hybrid-fund-direct-plan/MJB166,,"Aggressive Hybrid Fund"
"LIC MF ETF - CNX Nifty 50",MJB439,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-exchange-traded-fund-nifty-50/MJB439,,"Index Funds/ETFs"
"LIC MF ETF - Nifty 100",MJB449,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-exchange-traded-fund-nifty-100/MJB449,,"Index Funds/ETFs"
"LIC MF ETF - Sensex",MJB440,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-exchange-traded-fund-sensex/MJB440,,"Index Funds/ETFs"
"LIC MF Large & Mid Cap Fund (D)",MJB394,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-mid-cap-fund-regular-plan/MJB394,,"Large & Mid Cap Fund"
"LIC MF Large & Mid Cap Fund (G)",MJB393,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-mid-cap-fund-regular-plan/MJB393,,"Large & Mid Cap Fund"
"LIC MF Large & Mid Cap Fund - D (D)",MJB396,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-mid-cap-fund-direct-plan/MJB396,,"Large & Mid Cap Fund"
"LIC MF Large & Mid Cap Fund - D (G)",MJB395,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-mid-cap-fund-direct-plan/MJB395,,"Large & Mid Cap Fund"
"LIC MF Large Cap Fund (D)",MJB085,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-cap-fund/MJB085,,"Large Cap Fund"
"LIC MF Large Cap Fund (G)",MJB009,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-cap-fund/MJB009,,"Large Cap Fund"
"LIC MF Large Cap Fund - D (D)",MJB162,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-cap-fund-direct-plan/MJB162,,"Large Cap Fund"
"LIC MF Large Cap Fund - D (G)",MJB161,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-cap-fund-direct-plan/MJB161,,"Large Cap Fund"
"LIC MF Multicap Fund (D)",MJB033,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-multicap-fund/MJB033,,"Multi Cap Fund"
"LIC MF Multicap Fund (G)",MJB001,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-multicap-fund/MJB001,,"Multi Cap Fund"
"LIC MF Multicap Fund - D (D)",MJB164,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-multicap-fund-direct-plan/MJB164,,"Multi Cap Fund"
"LIC MF Multicap Fund - D (G)",MJB163,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-multicap-fund-direct-plan/MJB163,,"Multi Cap Fund"
"LIC NOMURA India Vision Fund (D)",MJB046,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-india-vision-fund/MJB046,,"Multi Cap Fund"
"LIC NOMURA India Vision Fund (G)",MJB045,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-india-vision-fund/MJB045,,"Multi Cap Fund"
"LIC NOMURA India Vision- Direct (D)",MJB154,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-india-vision-fund-direct-plan/MJB154,,"Multi Cap Fund"
"LIC NOMURA India Vision- Direct (G)",MJB153,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-india-vision-fund-direct-plan/MJB153,,"Multi Cap Fund"
"LIC NOMURA Opportunities Fund (D)",MJB044,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-opportunities-fund/MJB044,,"Large Cap Fund"
"LIC NOMURA Opportunities Fund (G)",MJB043,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-opportunities-fund/MJB043,,"Large Cap Fund"
"LIC NOMURA Opportunities-Direct (D)",MJB150,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-opportunities-fund-direct-plan/MJB150,,"Large Cap Fund"
"LIC NOMURA Opportunities-Direct (G)",MJB149,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-opportunities-fund-direct-plan/MJB149,,"Large Cap Fund"
"LIC NOMURA System. AAF-Direct (D)",MJB169,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-systematic-asset-allocation-fund-direct-plan/MJB169,,"Childrens Fund"
"LIC NOMURA System. AAF-Direct (G)",MJB168,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-systematic-asset-allocation-fund-direct-plan/MJB168,,"Childrens Fund"
"LIC NOMURA Systematic AA Fund (D)",MJB062,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-systematic-asset-allocation-fund/MJB062,,"Childrens Fund"
"LIC NOMURA Systematic AA Fund (G)",MJB061,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-systematic-asset-allocation-fund/MJB061,,"Childrens Fund"
"LIC NOMURA Top 100 Fund (D)",MJB087,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-top-100-fund/MJB087,,"Large Cap Fund"
"LIC NOMURA Top 100 Fund (G)",MJB086,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-top-100-fund/MJB086,,"Large Cap Fund"
"LIC NOMURA Top 100 Fund -Direct (D)",MJB146,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-top-100-fund-direct-plan/MJB146,,"Large Cap Fund"
"LIC NOMURA Top 100 Fund -Direct (G)",MJB145,https://www.moneycontrol.com/mutual-funds/nav/lic-nomura-mf-top-100-fund-direct-plan/MJB145,,"Large Cap Fund"
"LIC RGESS - Sr 1-Direct (D)",MJB204,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-1-direct-plan/MJB204,,RGESS
"LIC RGESS - Sr 1-Direct (G)",MJB203,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-1-direct-plan/MJB203,,RGESS
"LIC RGESS - Sr 1-Regular(D)",MJB202,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-1-regular-plan/MJB202,,RGESS
"LIC RGESS - Sr 1-Regular(G)",MJB201,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-1-regular-plan/MJB201,,RGESS
"LIC RGESS - Sr 2-Direct (D)",MJB315,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-2-direct-plan/MJB315,,RGESS
"LIC RGESS - Sr 2-Direct (G)",MJB314,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-2-direct-plan/MJB314,,RGESS
"LIC RGESS - Sr 2-Regular(D)",MJB313,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-2-regular-plan/MJB313,,RGESS
"LIC RGESS - Sr 2-Regular(G)",MJB312,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-2-regular-plan/MJB312,,RGESS
"LIC RGESS - Sr 3-Direct (D)",MJB392,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-3-direct-plan/MJB392,,RGESS
"LIC RGESS - Sr 3-Regular(D)",MJB390,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-rgess-fund-series-3-regular-plan/MJB390,,RGESS
"LIC Tax Plan (D)",MJB034,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-tax-plan/MJB034,,ELSS
"LIC Tax Plan (G)",MJB013,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-tax-plan/MJB013,,ELSS
"LIC Tax Plan - Direct (D)",MJB148,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-tax-plan-direct-plan/MJB148,,ELSS
"LIC Tax Plan - Direct (G)",MJB147,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-tax-plan-direct-plan/MJB147,,ELSS
"LIC ULIS-10yrs Reg PRC Half Y-Dir",MJB406,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-half-yearly-direct/MJB406,,"Childrens Fund"
"LIC ULIS-10yrs Reg PRC Half Y-RP",MJB413,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-half-yearly-regular/MJB413,,"Childrens Fund"
"LIC ULIS-10yrs Reg PRC Mthly-Dir",MJB405,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-monthly-direct/MJB405,,"Childrens Fund"
"LIC ULIS-10yrs Reg PRC Mthly-RP",MJB412,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-monthly-regular/MJB412,,"Childrens Fund"
"LIC ULIS-10yrs Reg PRC Qtr-Dir",MJB445,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-quarterly-direct/MJB445,,"Childrens Fund"
"LIC ULIS-10yrs Reg PRC Qtr-Reg",MJB447,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-quarterly-regular/MJB447,,"Childrens Fund"
"LIC ULIS-10yrs Reg PRC Yearly-Dir",MJB407,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-yearly-direct/MJB407,,"Childrens Fund"
"LIC ULIS-10yrs Reg PRC Yearly-RP",MJB414,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-reducing-cover-yearly-regular/MJB414,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Half Y-Dir",MJB408,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-half-yearly-direct/MJB408,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Half Y-RP",MJB415,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-half-yearly-regular/MJB415,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Mthly-Dir",MJB409,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-monthly-direct/MJB409,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Mthly-RP",MJB416,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-monthly-regular/MJB416,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Qtr-Dir",MJB446,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-quarterly-direct/MJB446,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Qtr-Reg",MJB448,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-quarterly-regular/MJB448,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Yearly-Dir",MJB410,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-yearly-direct/MJB410,,"Childrens Fund"
"LIC ULIS-10yrs Reg PUC Yearly-RP",MJB417,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-regular-premium-uniform-cover-yearly-regular/MJB417,,"Childrens Fund"
"LIC ULIS-10yrs Sing Premium-Dir",MJB411,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-single-premium-direct/MJB411,,"Childrens Fund"
"LIC ULIS-10yrs Sing Premium-RP",MJB418,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-10-yrs-single-premium-regular/MJB418,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Half Y-Dir",MJB426,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-half-yearly-direct/MJB426,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Half Y-Reg",MJB420,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-half-yearly-regular/MJB420,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Mthly-Dir",MJB425,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-monthly-direct/MJB425,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Mthly-Reg",MJB419,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-monthly-regular/MJB419,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Qtr-Dir",MJB443,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-quarterly-direct/MJB443,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Qtr-Reg",MJB441,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-quarterly-regular/MJB441,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Yearly-Dir",MJB427,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-yearly-direct/MJB427,,"Childrens Fund"
"LIC ULIS-15yrs Reg PRC Yearly-Reg",MJB421,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-reducing-cover-yearly-regular/MJB421,,"Childrens Fund"
"LIC ULIS-15yrs Reg PUC Half Y-Dir",MJB429,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-uniform-cover-half-yearly-direct/MJB429,,"Childrens Fund"
"LIC ULIS-15yrs Reg PUC Half Y-Reg",MJB422,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-uniform-cover-half-yearly-regular/MJB422,,"Childrens Fund"
"LIC ULIS-15yrs Reg PUC Mthly-Dir",MJB428,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-uniform-cover-monthly-direct/MJB428,,"Childrens Fund"
"LIC ULIS-15yrs Reg PUC Mthly-Reg",MJB423,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-uniform-cover-monthly-regular/MJB423,,"Childrens Fund"
"LIC ULIS-15yrs Reg PUC Qtr-Dir",MJB444,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-uniform-cover-quarterly-direct/MJB444,,"Childrens Fund"
"LIC ULIS-15yrs Reg PUC Qtr-Reg",MJB442,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-uniform-cover-quarterly-regular/MJB442,,"Childrens Fund"
"LIC ULIS-15yrs Reg PUC Yearly-Dir",MJB430,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-unit-linked-insurance-scheme-15-yrs-regular-premium-uniform-cover-yearly-direct/MJB430,,"Childrens Fund"
